#eta,etabin,lut,func
-14,3,386,387.154
-6,1,348,348.46
-29,7,31,32.7658
19,4,11,10.4011
-29,7,31,32.7658
-6,1,348,348.46
-14,3,386,387.154
6,1,153,153.848
-10,2,529,528.76
-12,2,337,337.929
-16,3,52,53.5343
6,1,153,153.848
-10,2,529,528.76
-12,2,337,337.929
-16,3,52,53.5343
1,0,315,316.013
1,0,21,20.8108
17,4,19,18.7219
-12,2,377,377.444
-7,1,38,38.9272
1,0,21,20.8108
1,0,315,316.013
17,4,19,18.7219
-7,1,38,38.9272
-12,2,377,377.444
-18,4,90,91.5295
-22,5,16,16.3699
-18,4,90,91.5295
-22,5,16,16.3699
7,1,135,135.133
-8,1,112,113.247
-11,2,56,57.0664
7,1,135,135.133
-11,2,56,57.0664
-8,1,112,113.247
11,2,1247,1183.5
18,4,1125,1063.96
12,2,371,372.225
28,6,25,26.6378
14,3,1,2.05901
-29,7,47,48.4364
-8,1,58,59.4152
-25,6,44,46.1722
14,3,1,2.05901
18,4,1125,1063.96
11,2,1247,1183.5
12,2,371,372.225
28,6,25,26.6378
-25,6,44,46.1722
-29,7,47,48.4364
-8,1,58,59.4152
28,6,85,86.6733
26,6,50,51.4998
-27,6,82,83.4651
-2,0,27,27.054
-2,0,15,14.5675
26,6,50,51.4998
28,6,85,86.6733
-2,0,15,14.5675
-2,0,27,27.054
-27,6,82,83.4651
3,0,576,577.659
1,0,90,91.5674
25,6,28,30.1895
-25,6,553,553.313
-29,7,45,47.0118
-26,6,53,55.0515
1,0,90,91.5674
25,6,28,30.1895
3,0,576,577.659
-25,6,553,553.313
-29,7,45,47.0118
-26,6,53,55.0515
23,5,285,285.804
2,0,269,269.603
24,5,249,249.875
2,0,77,79.0809
16,3,18,18.5311
2,0,77,79.0809
2,0,269,269.603
23,5,285,285.804
16,3,18,18.5311
24,5,249,249.875
31,7,151,152.432
26,6,100,102.191
26,6,100,102.191
31,7,151,152.432
5,1,44,45.0736
2,0,15,14.5675
-10,2,184,185.165
-33,8,128,133.912
-34,8,34,35.6608
-8,1,48,49.1712
5,1,44,45.0736
2,0,15,14.5675
-34,8,34,35.6608
-10,2,184,185.165
-8,1,48,49.1712
-33,8,128,133.912
12,2,1238,1174.71
18,4,364,365.412
7,1,127,128.356
-19,4,1440,1367.97
-25,6,118,119.623
-12,2,124,125.253
-13,3,32,32.9442
18,4,364,365.412
7,1,127,128.356
12,2,1238,1174.71
-13,3,32,32.9442
-25,6,118,119.623
-19,4,1440,1367.97
-12,2,124,125.253
28,6,155,156.585
17,4,82,83.2086
19,4,77,79.0482
6,1,54,55.3176
1,0,45,45.7837
1,0,43,43.7026
-13,3,30,30.8852
1,0,43,43.7026
1,0,45,45.7837
17,4,82,83.2086
6,1,54,55.3176
19,4,77,79.0482
28,6,155,156.585
-13,3,30,30.8852
12,2,2014,1958.55
14,3,211,211.195
29,7,69,71.23
7,1,52,53.2688
20,4,17,16.6417
19,4,15,14.5615
-15,3,1506,1432.58
29,7,69,71.23
14,3,211,211.195
7,1,52,53.2688
19,4,15,14.5615
12,2,2014,1958.55
20,4,17,16.6417
-15,3,1506,1432.58
16,3,32,32.9442
13,3,22,22.6491
20,4,9,8.32086
-25,6,48,49.7239
13,3,22,22.6491
16,3,32,32.9442
20,4,9,8.32086
-25,6,48,49.7239
5,1,561,561.586
7,1,70,71.708
-7,1,1233,1175.89
-16,3,1002,953.923
5,1,561,561.586
7,1,70,71.708
-7,1,1233,1175.89
-16,3,1002,953.923
15,3,241,242.307
20,4,192,192.63
-12,2,587,587.99
15,3,241,242.307
20,4,192,192.63
-12,2,587,587.99
-23,5,144,145.327
-17,4,98,99.5554
-31,7,21,22.7936
-17,4,98,99.5554
-31,7,21,22.7936
-23,5,144,145.327
-1,0,49,49.9458
-8,1,28,28.6832
-1,0,49,49.9458
-8,1,28,28.6832
1,0,436,435.341
6,1,263,263.787
20,4,225,225.47
13,3,172,173.028
28,6,60,62.1549
28,6,32,33.7412
-10,2,205,206.057
-7,1,54,55.3176
-10,2,14,14.2666
1,0,436,435.341
13,3,172,173.028
6,1,263,263.787
8,1,26,26.6344
20,4,225,225.47
28,6,60,62.1549
28,6,32,33.7412
-10,2,14,14.2666
-10,2,205,206.057
-7,1,54,55.3176
15,3,280,281.798
24,5,50,51.156
23,5,30,30.6936
-26,6,600,601.445
-9,2,50,50.9522
-4,0,37,37.4594
15,3,280,281.798
23,5,30,30.6936
24,5,50,51.156
-9,2,50,50.9522
-26,6,600,601.445
-4,0,37,37.4594
2,0,23,22.8918
-28,6,102,103.457
2,0,23,22.8918
-28,6,102,103.457
5,1,30,30.732
-28,6,66,67.4824
-6,1,58,59.4152
5,1,30,30.732
-6,1,58,59.4152
-28,6,66,67.4824
12,2,168,169.286
4,0,35,35.3783
-1,0,199,200.73
-5,1,102,103.571
4,0,35,35.3783
12,2,168,169.286
-1,0,199,200.73
-5,1,102,103.571
11,2,211,212.281
13,3,28,28.8262
-18,4,618,610.847
-13,3,596,597.226
-29,7,20,21.369
13,3,28,28.8262
11,2,211,212.281
-13,3,596,597.226
-29,7,20,21.369
-18,4,618,610.847
28,6,107,108.488
28,6,89,90.6142
23,5,93,94.6625
19,4,27,27.0428
13,3,22,22.6491
10,2,12,12.2285
-2,0,51,52.0269
-11,2,34,34.6475
-29,7,14,15.6706
-12,2,6,6.11426
13,3,22,22.6491
10,2,12,12.2285
19,4,27,27.0428
23,5,93,94.6625
28,6,107,108.488
28,6,89,90.6142
-29,7,14,15.6706
-2,0,51,52.0269
-11,2,34,34.6475
-12,2,6,6.11426
13,3,1643,1569.38
37,9,161,161.845
3,0,51,52.0269
3,0,19,18.7297
19,4,17,16.6417
-22,5,1104,1064.04
-16,3,273,274.329
-29,7,21,22.7936
-15,3,24,24.7081
13,3,1643,1569.38
3,0,51,52.0269
3,0,19,18.7297
19,4,17,16.6417
37,9,161,161.845
-29,7,21,22.7936
-22,5,1104,1064.04
-15,3,24,24.7081
-16,3,273,274.329
19,4,978,927.551
19,4,63,64.4867
17,4,11,10.4011
-28,6,935,917.819
-29,7,62,64.107
-28,6,67,69.2583
-18,4,27,27.0428
17,4,11,10.4011
19,4,63,64.4867
19,4,978,927.551
-29,7,62,64.107
-18,4,27,27.0428
-28,6,935,917.819
-28,6,67,69.2583
4,0,769,751.582
6,1,81,81.952
-11,2,761,737.929
6,1,81,81.952
4,0,769,751.582
-11,2,761,737.929
12,2,1645,1575.8
-12,2,1657,1587.79
-9,2,64,65.2188
-23,5,38,38.8786
12,2,1645,1575.8
-9,2,64,65.2188
-23,5,38,38.8786
-12,2,1657,1587.79
7,1,190,190.942
33,8,145,151.008
7,1,38,38.9272
11,2,12,12.2285
20,4,1,2.08022
-28,6,37,39.0688
-6,1,40,40.976
-12,2,30,30.5713
-1,0,27,27.054
-2,0,17,16.6486
7,1,38,38.9272
7,1,190,190.942
11,2,12,12.2285
20,4,1,2.08022
33,8,145,151.008
-1,0,27,27.054
-2,0,17,16.6486
-6,1,40,40.976
-12,2,30,30.5713
-28,6,37,39.0688
12,2,434,433.2
12,2,32,32.6094
4,0,11,10.4054
-3,0,382,383.02
-32,7,21,22.7936
-4,0,23,22.8918
4,0,11,10.4054
12,2,32,32.6094
12,2,434,433.2
-3,0,382,383.02
-32,7,21,22.7936
-4,0,23,22.8918
28,6,80,81.6893
32,7,45,47.0118
8,1,32,32.7808
-9,2,278,279.18
-17,4,163,164.101
-28,6,97,98.3696
-26,6,95,95.8019
-37,9,51,52.1197
-17,4,11,10.4011
32,7,45,47.0118
8,1,32,32.7808
28,6,80,81.6893
-9,2,278,279.18
-17,4,163,164.101
-17,4,11,10.4011
-26,6,95,95.8019
-28,6,97,98.3696
-37,9,51,52.1197
18,4,67,68.6471
-2,0,294,295.82
-25,6,267,267.935
-13,3,32,32.9442
-2,0,25,24.9729
18,4,67,68.6471
-13,3,32,32.9442
-25,6,267,267.935
-2,0,294,295.82
-2,0,25,24.9729
10,2,85,87.6377
-22,5,968,935.683
-7,1,574,574.537
10,2,85,87.6377
-22,5,968,935.683
-7,1,574,574.537
4,0,49,49.9458
25,6,27,28.4137
14,3,24,24.7081
-28,6,126,126.927
-33,8,84,88.3252
-16,3,22,22.6491
25,6,27,28.4137
14,3,24,24.7081
4,0,49,49.9458
-16,3,22,22.6491
-28,6,126,126.927
-33,8,84,88.3252
13,3,113,113.89
33,8,40,42.738
5,1,40,40.976
-28,6,471,471.593
-28,6,355,356.415
-3,0,39,39.5405
-9,2,28,28.5332
5,1,40,40.976
13,3,113,113.89
33,8,40,42.738
-9,2,28,28.5332
-3,0,39,39.5405
-28,6,471,471.593
-28,6,355,356.415
24,5,157,157.796
4,0,125,126.619
25,6,106,107.235
28,6,72,72.81
5,1,56,57.3664
2,0,31,31.2162
-9,2,229,229.844
-12,2,30,30.5713
5,1,56,57.3664
25,6,106,107.235
2,0,31,31.2162
6,1,14,14.3416
4,0,125,126.619
24,5,157,157.796
28,6,72,72.81
-9,2,229,229.844
-12,2,30,30.5713
-9,2,1960,1901.66
-13,3,1960,1894.71
-7,1,34,34.8296
-9,2,1960,1901.66
-13,3,1960,1894.71
-7,1,34,34.8296
3,0,378,378.939
26,6,153,154.25
18,4,19,18.7219
-17,4,294,295.245
-15,3,150,150.586
-20,4,49,49.9252
-15,3,16,16.4721
-15,3,10,10.2951
18,4,19,18.7219
26,6,153,154.25
3,0,378,378.939
-17,4,294,295.245
-15,3,10,10.2951
-15,3,150,150.586
-15,3,16,16.4721
-20,4,49,49.9252
21,5,215,216.843
1,0,210,211.955
15,3,22,22.6491
-18,4,45,45.7647
1,0,210,211.955
21,5,215,216.843
15,3,22,22.6491
-18,4,45,45.7647
11,2,226,226.751
2,0,173,174.951
16,3,40,41.1802
-9,2,34,34.6475
2,0,173,174.951
11,2,226,226.751
16,3,40,41.1802
-9,2,34,34.6475
2,0,1190,1148.38
5,1,178,179.431
-7,1,1006,961.702
-3,0,59,60.3512
5,1,178,179.431
2,0,1190,1148.38
-3,0,59,60.3512
-7,1,1006,961.702
14,3,52,53.5343
14,3,20,20.5901
-17,4,121,122.06
-24,5,66,67.5259
-3,0,35,35.3783
-13,3,12,12.3541
14,3,20,20.5901
14,3,52,53.5343
-13,3,12,12.3541
-17,4,121,122.06
-3,0,35,35.3783
-24,5,66,67.5259
5,1,3500,3651.41
12,2,987,940.092
2,0,131,132.194
29,7,1,2.8492
-9,2,2170,2125.59
-11,2,268,268.909
-32,7,86,88.3252
-22,5,52,53.2022
-18,4,27,27.0428
-12,2,12,12.2285
5,1,3500,3651.41
29,7,1,2.8492
2,0,131,132.194
12,2,987,940.092
-5,1,12,12.2928
-9,2,2170,2125.59
-18,4,27,27.0428
-22,5,52,53.2022
-11,2,268,268.909
-32,7,86,88.3252
-12,2,12,12.2285
6,1,54,55.3176
-17,4,388,388.38
-9,2,291,291.513
6,1,54,55.3176
-9,2,291,291.513
-17,4,388,388.38
11,2,2759,2779.61
11,2,1422,1352.91
11,2,1422,1352.91
11,2,2759,2779.61
6,1,42,43.0248
10,2,18,18.3428
-29,7,30,31.3412
-13,3,26,26.7672
6,1,42,43.0248
10,2,18,18.3428
-13,3,26,26.7672
-29,7,30,31.3412
8,1,154,154.93
8,1,28,28.6832
-15,3,46,47.3573
-9,2,24,24.457
8,1,154,154.93
8,1,28,28.6832
-9,2,24,24.457
-15,3,46,47.3573
8,1,166,166.735
26,6,121,122.067
10,2,117,118.295
9,2,30,30.5713
-24,5,64,65.4797
-15,3,8,8.23605
9,2,30,30.5713
10,2,117,118.295
26,6,121,122.067
8,1,166,166.735
-15,3,8,8.23605
-24,5,64,65.4797
23,5,84,84.0543
26,6,67,69.2583
8,1,26,26.6344
-2,0,1141,1100.69
-3,0,1139,1099.53
-16,3,66,67.9474
-13,3,40,41.1802
26,6,67,69.2583
23,5,84,84.0543
8,1,26,26.6344
-13,3,40,41.1802
-2,0,1141,1100.69
-3,0,1139,1099.53
-16,3,66,67.9474
1,0,208,209.918
-26,6,139,140.112
-25,6,46,47.9481
-3,0,51,52.0269
1,0,208,209.918
-25,6,46,47.9481
-26,6,139,140.112
-3,0,51,52.0269
17,4,19,18.7219
-5,1,400,399.984
-21,5,334,334.249
17,4,19,18.7219
-5,1,400,399.984
-21,5,334,334.249
1,0,275,275.652
1,0,247,247.411
1,0,196,197.659
26,6,96,97.0879
29,7,41,42.738
1,0,61,62.4323
-26,6,111,112.226
-31,7,68,69.8054
-3,0,57,58.2702
-25,6,7,8.87927
1,0,275,275.652
1,0,61,62.4323
1,0,247,247.411
1,0,196,197.659
29,7,41,42.738
10,2,26,26.4951
26,6,96,97.0879
20,4,29,29.123
-25,6,7,8.87927
-26,6,111,112.226
-31,7,68,69.8054
-3,0,57,58.2702
13,3,32,32.9442
-10,2,277,278.153
-12,2,176,177.783
-21,5,62,63.4334
13,3,32,32.9442
-21,5,62,63.4334
-10,2,277,278.153
-12,2,176,177.783
24,5,513,512.773
14,3,254,255.124
13,3,174,175.24
7,1,130,130.627
17,4,61,62.4065
13,3,174,175.24
17,4,61,62.4065
14,3,254,255.124
7,1,130,130.627
24,5,513,512.773
28,6,149,150.736
19,4,25,24.9626
3,0,17,16.6486
-31,7,79,81.2022
-4,0,45,45.7837
-12,2,26,26.4951
-17,4,7,6.24065
3,0,17,16.6486
19,4,25,24.9626
28,6,149,150.736
-17,4,7,6.24065
-31,7,79,81.2022
-4,0,45,45.7837
-12,2,26,26.4951
4,0,35,35.3783
6,1,6,6.1464
-26,6,203,203.484
-9,2,146,146.574
-5,1,60,61.464
-3,0,51,52.0269
-15,3,36,37.0622
6,1,6,6.1464
4,0,35,35.3783
-5,1,60,61.464
-9,2,146,146.574
-26,6,203,203.484
-3,0,51,52.0269
-15,3,36,37.0622
15,3,36,37.0622
9,2,16,16.3047
9,2,16,16.3047
15,3,36,37.0622
10,2,517,515.727
13,3,489,488.451
23,5,56,57.2947
6,1,40,40.976
13,3,489,488.451
6,1,40,40.976
10,2,517,515.727
23,5,56,57.2947
2,0,23,22.8918
13,3,22,22.6491
12,2,18,18.3428
-6,1,36,36.8784
13,3,22,22.6491
2,0,23,22.8918
12,2,18,18.3428
-6,1,36,36.8784
12,2,40,40.7617
18,4,33,33.2834
18,4,33,33.2834
12,2,40,40.7617
25,6,484,484.646
16,3,315,315.998
19,4,27,27.0428
-19,4,717,695.275
-35,8,71,72.6932
25,6,484,484.646
19,4,27,27.0428
16,3,315,315.998
-35,8,71,72.6932
-19,4,717,695.275
16,3,48,49.4163
19,4,47,47.8449
-18,4,146,147.301
-21,5,72,73.6646
-5,1,18,18.4392
19,4,47,47.8449
16,3,48,49.4163
-5,1,18,18.4392
-21,5,72,73.6646
-18,4,146,147.301
5,1,42,43.0248
-23,5,456,455.991
-28,6,385,385.761
5,1,42,43.0248
-23,5,456,455.991
-28,6,385,385.761
26,6,498,497.706
1,0,154,156.028
-17,4,443,442.885
-8,1,48,49.1712
-6,1,22,22.5368
1,0,154,156.028
26,6,498,497.706
-17,4,443,442.885
-6,1,22,22.5368
-8,1,48,49.1712
11,2,603,601.282
31,7,182,183.773
-20,4,682,664.739
-12,2,125,126.401
-27,6,88,89.3056
-9,2,22,22.419
31,7,182,183.773
11,2,603,601.282
-9,2,22,22.419
-27,6,88,89.3056
-12,2,125,126.401
-20,4,682,664.739
9,2,130,130.959
28,6,96,97.0879
28,6,51,53.2756
2,0,55,56.1891
28,6,41,42.6205
14,3,38,39.1212
-12,2,207,208.134
-28,6,50,51.4998
9,2,130,130.959
2,0,55,56.1891
14,3,38,39.1212
16,3,30,30.8852
28,6,51,53.2756
28,6,41,42.6205
28,6,96,97.0879
-12,2,207,208.134
-28,6,50,51.4998
26,6,344,345.536
26,6,308,309.569
20,4,219,219.538
28,6,122,123.286
1,0,31,31.2162
1,0,31,31.2162
26,6,344,345.536
26,6,308,309.569
20,4,219,219.538
28,6,122,123.286
9,2,1073,1018.79
9,2,975,929.293
1,0,533,532.205
-9,2,134,134.346
-8,1,60,61.464
1,0,533,532.205
9,2,975,929.293
9,2,1073,1018.79
-9,2,134,134.346
-8,1,60,61.464
20,4,97,98.3082
3,0,35,35.3783
8,1,32,32.7808
19,4,7,6.24065
-29,7,65,66.9562
-21,5,88,89.4177
-7,1,64,65.5616
-14,3,38,39.1212
3,0,35,35.3783
19,4,7,6.24065
8,1,32,32.7808
20,4,97,98.3082
-21,5,88,89.4177
-29,7,65,66.9562
-14,3,38,39.1212
-7,1,64,65.5616
20,4,886,843.738
3,0,59,60.3512
1,0,15,14.5675
-6,1,683,669.659
1,0,15,14.5675
3,0,59,60.3512
20,4,886,843.738
-6,1,683,669.659
36,9,197,197.506
20,4,55,56.1658
23,5,24,24.5549
8,1,10,10.244
-20,4,985,933.35
-5,1,760,737.631
-27,6,100,102.191
-5,1,102,103.571
23,5,24,24.5549
36,9,197,197.506
8,1,10,10.244
20,4,55,56.1658
-5,1,102,103.571
-5,1,760,737.631
-27,6,100,102.191
-20,4,985,933.35
10,2,144,144.371
4,0,11,10.4054
-1,0,192,193.555
10,2,144,144.371
4,0,11,10.4054
-1,0,192,193.555
27,6,153,154.25
24,5,76,77.7571
4,0,65,66.5945
8,1,44,45.0736
27,6,153,154.25
4,0,65,66.5945
8,1,44,45.0736
24,5,76,77.7571
36,9,66,67.2069
13,3,52,53.5343
3,0,39,39.5405
1,0,33,33.2972
28,6,18,19.5344
-28,6,447,447.678
-10,2,361,361.804
-14,3,72,74.1244
-20,4,63,64.4867
-8,1,40,40.976
-13,3,18,18.5311
1,0,33,33.2972
13,3,52,53.5343
3,0,39,39.5405
36,9,66,67.2069
28,6,18,19.5344
-13,3,18,18.5311
-10,2,361,361.804
-14,3,72,74.1244
-8,1,40,40.976
-20,4,63,64.4867
-28,6,447,447.678
-8,1,60,61.464
-6,1,26,26.6344
-6,1,26,26.6344
-8,1,60,61.464
11,2,56,57.0664
11,2,32,32.6094
-26,6,1008,987.805
-14,3,766,743.711
-26,6,57,58.6032
-8,1,62,63.5128
-29,7,24,25.6428
-3,0,35,35.3783
11,2,32,32.6094
11,2,56,57.0664
-29,7,24,25.6428
-6,1,12,12.2928
-14,3,766,743.711
-14,3,28,28.8262
-26,6,57,58.6032
-26,6,1008,987.805
-3,0,35,35.3783
-8,1,62,63.5128
9,2,2837,2868.15
3,0,1815,1777.06
28,6,122,123.286
1,0,111,111.724
16,3,68,70.0064
3,0,39,39.5405
-28,6,106,107.235
-31,7,52,54.1348
1,0,111,111.724
9,2,2837,2868.15
3,0,39,39.5405
3,0,1815,1777.06
16,3,68,70.0064
20,4,21,20.8022
28,6,14,15.9827
28,6,122,123.286
-31,7,52,54.1348
-28,6,106,107.235
3,0,195,196.634
21,5,165,165.627
8,1,58,59.4152
20,4,21,20.8022
9,2,20,20.3809
6,1,14,14.3416
-19,4,65,66.5669
9,2,20,20.3809
21,5,165,165.627
6,1,14,14.3416
3,0,195,196.634
8,1,58,59.4152
20,4,21,20.8022
-19,4,65,66.5669
8,1,1150,1097.22
1,0,1045,1008.51
16,3,198,199.302
1,0,43,43.7026
2,0,21,20.8108
-1,0,1644,1601.32
-22,5,261,261.522
1,0,1045,1008.51
1,0,43,43.7026
2,0,21,20.8108
8,1,1150,1097.22
16,3,198,199.302
-1,0,1644,1601.32
-22,5,261,261.522
11,2,311,312.102
12,2,30,30.5713
-4,0,462,461.189
11,2,311,312.102
12,2,30,30.5713
-4,0,462,461.189
6,1,93,94.7854
26,6,66,67.4824
7,1,28,28.6832
-10,2,66,67.2569
-4,0,35,35.3783
-1,0,35,35.3783
6,1,93,94.7854
26,6,66,67.4824
7,1,28,28.6832
-1,0,35,35.3783
-10,2,66,67.2569
-4,0,35,35.3783
11,2,1508,1438.62
19,4,231,231.391
31,7,81,82.6268
25,6,93,94.5118
-11,2,1742,1674.93
-27,6,414,415.088
-4,0,90,91.5674
-15,3,60,61.7703
-2,0,13,12.4865
25,6,93,94.5118
31,7,81,82.6268
11,2,1508,1438.62
19,4,231,231.391
-2,0,13,12.4865
-11,2,1742,1674.93
-15,3,60,61.7703
-27,6,414,415.088
-4,0,90,91.5674
7,1,447,446.858
15,3,72,74.1244
-11,2,499,498.423
-26,6,139,140.112
7,1,447,446.858
15,3,72,74.1244
-26,6,139,140.112
-11,2,499,498.423
18,4,1420,1347.88
5,1,1154,1100.83
24,5,180,181.096
5,1,1154,1100.83
18,4,1420,1347.88
24,5,180,181.096
19,4,707,686.524
-22,5,465,464.529
-20,4,156,157.855
-14,3,89,90.5965
-13,3,72,74.1244
-4,0,55,56.1891
19,4,707,686.524
-13,3,72,74.1244
-14,3,89,90.5965
-22,5,465,464.529
-4,0,55,56.1891
-20,4,156,157.855
13,3,252,252.989
-26,6,457,457.459
-34,8,55,56.2344
13,3,252,252.989
-34,8,55,56.2344
-26,6,457,457.459
9,2,764,740.227
28,6,44,46.1722
12,2,38,38.7236
13,3,34,35.0032
18,4,33,33.2834
-11,2,415,414.174
-3,0,51,52.0269
-5,1,38,38.9272
-2,0,23,22.8918
9,2,764,740.227
13,3,34,35.0032
18,4,33,33.2834
12,2,38,38.7236
28,6,44,46.1722
-5,1,38,38.9272
-2,0,23,22.8918
-3,0,51,52.0269
-11,2,415,414.174
26,6,342,343.36
29,7,215,216.539
6,1,156,157.09
1,0,133,134.405
25,6,27,28.4137
12,2,28,28.5332
1,0,133,134.405
25,6,27,28.4137
29,7,215,216.539
6,1,156,157.09
26,6,342,343.36
12,2,28,28.5332
25,6,67,69.2583
8,1,30,30.732
-10,2,1016,966.591
-14,3,704,690.35
-11,2,437,436.381
-26,6,41,42.6205
-28,6,32,33.7412
-3,0,25,24.9729
25,6,67,69.2583
8,1,30,30.732
-17,4,15,14.5615
-2,0,15,14.5675
-10,2,1016,966.591
-14,3,704,690.35
-26,6,41,42.6205
-3,0,25,24.9729
-11,2,437,436.381
-28,6,32,33.7412
11,2,522,521.152
22,5,445,445.333
9,2,385,384.763
14,3,334,335.304
25,6,190,192.186
-10,2,38,38.7236
-20,4,31,31.2032
9,2,385,384.763
25,6,190,192.186
14,3,334,335.304
22,5,445,445.333
11,2,522,521.152
-10,2,38,38.7236
-20,4,31,31.2032
13,3,375,376.302
26,6,82,83.4651
-8,1,282,283.127
-19,4,69,70.7273
-10,2,30,30.5713
-15,3,20,20.5901
13,3,375,376.302
26,6,82,83.4651
-10,2,30,30.5713
-15,3,20,20.5901
-19,4,69,70.7273
-8,1,282,283.127
7,1,794,768.048
18,4,407,407.461
8,1,194,195.104
11,2,46,46.876
22,5,42,42.971
-9,2,119,120.629
18,4,407,407.461
22,5,42,42.971
7,1,794,768.048
11,2,46,46.876
8,1,194,195.104
-9,2,119,120.629
7,1,105,106.023
29,7,24,25.6428
-15,3,226,226.248
-14,3,184,185.137
-26,6,133,134.149
-31,7,65,66.9562
-9,2,64,65.2188
-20,4,47,47.8449
29,7,24,25.6428
7,1,105,106.023
-9,2,64,65.2188
-14,3,184,185.137
-26,6,133,134.149
-31,7,65,66.9562
-15,3,226,226.248
-20,4,47,47.8449
4,0,753,736.229
13,3,30,30.8852
4,0,29,29.1351
-11,2,1045,993.23
13,3,30,30.8852
4,0,29,29.1351
4,0,753,736.229
-11,2,1045,993.23
13,3,1477,1404.18
3,0,1028,992.5
8,1,628,622.375
2,0,377,377.919
-2,0,41,41.6215
-8,1,38,38.9272
-20,4,21,20.8022
13,3,1477,1404.18
2,0,377,377.919
3,0,1028,992.5
8,1,628,622.375
-2,0,41,41.6215
-8,1,38,38.9272
-20,4,21,20.8022
2,0,962,929.981
7,1,941,900.97
7,1,755,733.142
29,7,54,55.5594
10,2,34,34.6475
-6,1,1363,1302.54
-4,0,37,37.4594
-6,1,26,26.6344
-11,2,16,16.3047
29,7,54,55.5594
2,0,962,929.981
10,2,34,34.6475
7,1,755,733.142
7,1,941,900.97
-6,1,1363,1302.54
-6,1,26,26.6344
-11,2,16,16.3047
-4,0,37,37.4594
10,2,1389,1320.72
25,6,41,42.6205
-2,0,933,902.886
-8,1,952,911.431
-14,3,212,212.273
-7,1,168,168.863
-26,6,153,154.25
25,6,41,42.6205
10,2,1389,1320.72
-2,0,933,902.886
-14,3,212,212.273
-26,6,153,154.25
-7,1,168,168.863
-8,1,952,911.431
-31,7,172,173.801
-4,0,138,139.887
-5,1,18,18.4392
-5,1,18,18.4392
-31,7,172,173.801
-4,0,138,139.887
23,5,298,298.449
15,3,289,290.338
5,1,40,40.976
12,2,26,26.4951
5,1,26,26.6344
16,3,20,20.5901
-7,1,194,195.104
-32,7,124,125.365
-28,6,50,51.4998
-16,3,36,37.0622
5,1,40,40.976
5,1,26,26.6344
3,0,15,14.5675
15,3,289,290.338
23,5,298,298.449
12,2,26,26.4951
16,3,20,20.5901
-7,1,194,195.104
-32,7,124,125.365
-16,3,36,37.0622
-28,6,50,51.4998
26,6,67,69.2583
1,0,31,31.2162
14,3,20,20.5901
1,0,31,31.2162
14,3,20,20.5901
26,6,67,69.2583
3,0,252,252.458
3,0,212,213.99
-2,0,1016,981.089
-18,4,820,785.029
-2,0,568,568.11
-28,6,134,135.345
-18,4,141,143.02
-31,7,68,69.8054
3,0,252,252.458
3,0,212,213.99
-2,0,568,568.11
-2,0,1016,981.089
-18,4,820,785.029
-18,4,141,143.02
-31,7,68,69.8054
-28,6,134,135.345
2,0,349,350.447
28,6,152,153.08
10,2,48,48.9141
15,3,30,30.8852
20,4,29,29.123
-11,2,341,342.072
-8,1,28,28.6832
2,0,349,350.447
10,2,48,48.9141
15,3,30,30.8852
20,4,29,29.123
28,6,152,153.08
-11,2,341,342.072
-8,1,28,28.6832
24,5,587,587.513
1,0,25,24.9729
18,4,15,14.5615
-9,2,250,250.421
-18,4,164,165.136
-2,0,135,136.605
-2,0,65,66.5945
1,0,25,24.9729
18,4,15,14.5615
24,5,587,587.513
-9,2,250,250.421
-2,0,135,136.605
-2,0,65,66.5945
-18,4,164,165.136
-16,3,210,210.117
-25,6,197,198.973
-28,6,34,35.5171
-26,6,14,15.9827
-25,6,197,198.973
-26,6,14,15.9827
-16,3,210,210.117
-28,6,34,35.5171
28,6,102,103.457
10,2,82,83.5615
6,1,26,26.6344
6,1,22,22.5368
-23,5,68,69.5722
-13,3,32,32.9442
-15,3,20,20.5901
6,1,22,22.5368
6,1,26,26.6344
10,2,82,83.5615
28,6,102,103.457
-13,3,32,32.9442
-15,3,20,20.5901
-23,5,68,69.5722
3,0,164,165.538
2,0,109,110.55
10,2,56,57.0664
20,4,11,10.4011
-5,1,259,259.714
-22,5,105,106.107
-12,2,80,81.5235
-17,4,43,43.6845
-4,0,27,27.054
-6,1,24,24.5856
2,0,109,110.55
10,2,56,57.0664
3,0,164,165.538
20,4,11,10.4011
-5,1,259,259.714
-17,4,43,43.6845
-6,1,24,24.5856
-22,5,105,106.107
-7,1,18,18.4392
-4,0,27,27.054
-12,2,80,81.5235
11,2,99,100.199
31,7,62,64.107
-8,1,22,22.5368
31,7,62,64.107
11,2,99,100.199
-8,1,22,22.5368
19,4,31,31.2032
8,1,26,26.6344
19,4,31,31.2032
8,1,26,26.6344
5,1,198,199.254
-29,7,195,196.595
-2,0,77,79.0809
-12,2,26,26.4951
5,1,198,199.254
-29,7,195,196.595
-2,0,77,79.0809
-12,2,26,26.4951
36,9,79,79.5511
13,3,70,72.0654
-1,0,17,16.6486
13,3,70,72.0654
36,9,79,79.5511
-1,0,17,16.6486
28,6,346,347.713
8,1,261,261.751
8,1,261,261.751
28,6,346,347.713
19,4,415,414.517
21,5,48,49.1098
-23,5,329,330.037
-13,3,218,218.732
-14,3,36,37.0622
-6,1,26,26.6344
21,5,48,49.1098
19,4,415,414.517
-13,3,218,218.732
-6,1,26,26.6344
-14,3,36,37.0622
-23,5,329,330.037
-23,5,486,485.925
